id;cycle;s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s3;s4;s5;s6;s7;s8;s9;setting1;setting2; Brake
Engine_83;138;518,67;1,3;47,33;522,45;2388,05;8144,94;8,3748;0,03;392;2388;100;642,49;39,01;23,4427;1588,15;1393,44;14,62;21,61;554,01;2388,03;9060,46;-0,0005;0,0003;0
Engine_83;139;518,67;1,3;47,21;522,18;2388,03;8141,71;8,4127;0,03;392;2388;100;642,32;38,97;23,4659;1591,07;1397,3;14,62;21,6;553,74;2388,03;9056,39;0,0022;-0,0001;0
Engine_83;140;518,67;1,3;47,14;522,5;2388,03;8140,14;8,4237;0,03;391;2388;100;642,33;39,04;23,3336;1585,08;1396,53;14,62;21,61;554,51;2388;9063,34;0,0047;0,0003;0
Engine_83;141;518,67;1,3;47,14;522,09;2388,01;8140,48;8,4253;0,03;391;2388;100;641,83;39,11;23,3515;1589,92;1404,78;14,62;21,61;554,09;2388,02;9060,58;-0,0012;0;0
Engine_83;142;518,67;1,3;47,26;521,86;2388,02;8140,28;8,3864;0,03;392;2388;100;642,17;39,1;23,3653;1587,12;1399,54;14,62;21,61;554,21;2388,04;9053,81;-0,0053;-0,0002;0
Engine_83;143;518,67;1,3;47,33;522,33;2388,01;8137,22;8,3954;0,03;391;2388;100;642,17;38,87;23,357;1579,29;1398,92;14,62;21,61;553,93;2388,02;9057,73;0,0029;-0,0002;0
Engine_83;144;518,67;1,3;47,42;522,22;2388,04;8138,3;8,4312;0,03;393;2388;100;642,44;39,02;23,3301;1589,49;1400,72;14,62;21,6;554,98;2388,06;9055,44;-0,0037;0,0003;0
Engine_83;145;518,67;1,3;47,19;522,27;2388,1;8133,71;8,4225;0,03;393;2388;100;642,14;39,01;23,4153;1588,77;1398,53;14,62;21,61;553,88;2388,03;9058,95;0,0018;-0,0004;0
Engine_83;146;518,67;1,3;47,34;522,05;2388,02;8140,13;8,432;0,03;391;2388;100;642,14;39;23,32;1587,43;1399,9;14,62;21,61;554,09;2388,08;9058,44;-0,0007;-0,0004;0
Engine_83;147;518,67;1,3;47,29;521,52;2388,08;8143,34;8,3978;0,03;393;2388;100;642,32;38,92;23,3756;1582,52;1404,21;14,62;21,61;554,67;2388,06;9059,91;0,0011;-0,0001;0
Engine_83;148;518,67;1,3;47,34;521,95;2388,06;8144,81;8,3942;0,03;393;2388;100;642,17;38,95;23,3464;1592,12;1397,93;14,62;21,61;553,62;2388,02;9061,31;0,0017;-0,0001;0
Engine_83;149;518,67;1,3;47,43;522,01;2388,05;8135,96;8,3751;0,03;394;2388;100;642,55;38,9;23,3295;1582,62;1402,31;14,62;21,61;553,42;2388,05;9063,8;-0,0007;-0,0003;0
Engine_83;150;518,67;1,3;47,28;522,39;2388,02;8142,67;8,4442;0,03;392;2388;100;642,23;39,14;23,3602;1585,43;1399,39;14,62;21,61;554,33;2388,08;9053,04;0,002;-0,0004;0
Engine_83;151;518,67;1,3;47,3;522,34;2388,02;8139,45;8,4319;0,03;391;2388;100;642,2;39,07;23,384;1587,7;1400,11;14,62;21,61;554,14;2387,97;9063,12;-0,0004;-0,0003;0
Engine_83;152;518,67;1,3;47,41;522,7;2388,01;8138,51;8,4233;0,03;393;2388;100;641,88;39,14;23,4057;1579,59;1405,14;14,62;21,61;553,92;2388,07;9058,28;0,0013;0;0
Engine_83;153;518,67;1,3;47,28;522,27;2388,03;8138,03;8,4129;0,03;391;2388;100;642,08;39,02;23,3652;1582,91;1393,63;14,62;21,61;554,34;2388,02;9057,38;0,0003;0,0003;0
Engine_83;154;518,67;1,3;47,23;522,19;2387,96;8140,21;8,4033;0,03;390;2388;100;642,51;39,09;23,3369;1588,42;1397,16;14,62;21,61;553,69;2388,03;9055,72;-0,0011;0,0005;0
Engine_83;155;518,67;1,3;47,38;521,62;2388,06;8136,75;8,4164;0,03;390;2388;100;641,87;38,95;23,4119;1583,8;1402,65;14,62;21,61;554,38;2388,05;9052,21;0;0;0
Engine_83;156;518,67;1,3;47,22;522,24;2388,03;8128,29;8,4081;0,03;392;2388;100;642,34;39,08;23,4485;1586,62;1401,82;14,62;21,61;554,13;2388,06;9054,55;0,0004;-0,0002;0
Engine_83;157;518,67;1,3;47,22;522,18;2388,03;8138,33;8,3973;0,03;393;2388;100;642,36;39,01;23,3671;1593,83;1399,63;14,62;21,61;554,55;2388,01;9050,53;0,0018;0;0
Engine_83;158;518,67;1,3;47,41;521,77;2388,03;8142,69;8,4057;0,03;392;2388;100;642,37;39,11;23,2086;1588,28;1407,92;14,62;21,61;553,55;2388,07;9052,49;0,0001;0;0
Engine_83;159;518,67;1,3;47,25;522,43;2388,05;8141,55;8,4002;0,03;392;2388;100;642,08;38,83;23,4265;1585,52;1393,44;14,62;21,61;554,32;2388,05;9057,26;-0,0037;-0,0003;0
Engine_83;160;518,67;1,3;47,34;522,15;2388,06;8135,29;8,3912;0,03;392;2388;100;642,84;38,96;23,2955;1587,29;1401,22;14,62;21,61;554,4;2388,05;9057,21;0,0005;0,0003;0
Engine_83;161;518,67;1,3;47,48;521,81;2388,08;8137,39;8,3994;0,03;393;2388;100;642,18;38,98;23,4172;1596,85;1394,53;14,62;21,61;555,19;2388,01;9055,65;-0,0023;-0,0005;0
Engine_83;162;518,67;1,3;47,3;521,58;2388,05;8142,18;8,4358;0,03;393;2388;100;642,28;38,75;23,3107;1586,51;1396,04;14,62;21,61;553,65;2388,1;9060,06;-0,0017;0;0
Engine_83;163;518,67;1,3;47,31;522,54;2388,08;8134,47;8,4061;0,03;394;2388;100;642,12;38,91;23,453;1585,27;1402,86;14,62;21,61;554,86;2388,02;9056,04;0,0013;-0,0004;0
Engine_83;164;518,67;1,3;47,38;521,66;2388,07;8142,45;8,3857;0,03;391;2388;100;642,16;39,07;23,2942;1585,9;1399,76;14,62;21,61;554,19;2388,05;9059,26;-0,0008;0,0001;0
Engine_83;165;518,67;1,3;47,43;522,57;2388,09;8139,48;8,4103;0,03;392;2388;100;641,74;39,01;23,4649;1584,24;1406,18;14,62;21,61;554,24;2388,05;9052,13;-0,0021;-0,0003;0
Engine_83;166;518,67;1,3;47,28;521,24;2388,04;8136,49;8,4373;0,03;392;2388;100;642,32;38,83;23,3894;1586,76;1400,81;14,62;21,61;554,23;2388,06;9058,23;-0,0032;0;0
Engine_83;167;518,67;1,3;47,34;522,29;2388;8134,59;8,4231;0,03;391;2388;100;642,26;38,96;23,2121;1591,35;1406,62;14,62;21,61;554,29;2388,09;9063,69;0,001;0,0003;0
Engine_83;168;518,67;1,3;47,17;521,91;2388;8144,58;8,3709;0,03;393;2388;100;642,48;38,94;23,3862;1592,89;1400,81;14,62;21,61;554,76;2388,04;9063,22;0,0002;0,0003;0
Engine_83;169;518,67;1,3;47,47;522,13;2388,05;8137,21;8,4517;0,03;392;2388;100;642,18;39,09;23,4442;1588,6;1401,53;14,62;21,61;554,2;2388;9056,6;-0,0001;0;0
Engine_83;170;518,67;1,3;47,28;521,83;2388,05;8141,94;8,4207;0,03;392;2388;100;642,57;39,02;23,2639;1583,2;1404,53;14,62;21,6;554,13;2388,03;9059,84;-0,004;0;0
Engine_83;171;518,67;1,3;47,45;521,84;2388,01;8139,99;8,4072;0,03;392;2388;100;642,09;38,86;23,2952;1581,87;1403,84;14,62;21,61;554;2388,04;9061,89;-0,0009;-0,0001;0
Engine_83;172;518,67;1,3;47,2;521,73;2388,03;8134,86;8,4215;0,03;392;2388;100;642,53;38,79;23,3982;1587,38;1399,88;14,62;21,61;554,01;2388,05;9057,41;-0,0023;0,0002;0
Engine_83;173;518,67;1,3;47,17;521,46;2388,04;8145,38;8,4505;0,03;391;2388;100;642,62;39,04;23,5393;1584,28;1401,09;14,62;21,61;554,16;2388,03;9058,43;0,0001;0,0004;0
Engine_83;174;518,67;1,3;47,53;522,07;2388,05;8141,02;8,4559;0,03;391;2388;100;642,69;38,95;23,2932;1585,92;1409,61;14,62;21,61;553,75;2388,08;9062,91;-0,0021;-0,0001;0
Engine_83;175;518,67;1,3;47,37;522,32;2388,1;8133,6;8,4458;0,03;393;2388;100;642,51;38,96;23,3541;1584,15;1396,11;14,62;21,61;554,02;2388,04;9058,96;0,0007;0;0
Engine_83;176;518,67;1,3;47,57;522,06;2388,06;8138,2;8,4666;0,03;391;2388;100;641,84;38,98;23,4154;1581,93;1400,65;14,62;21,61;554,24;2388,06;9056,6;-0,0012;0,0001;0
Engine_83;177;518,67;1,3;47,45;521,76;2388,06;8138,25;8,4143;0,03;392;2388;100;642,06;38,95;23,3012;1586,22;1401,65;14,62;21,61;554,41;2388,05;9056,09;0,0017;0,0003;0
Engine_83;178;518,67;1,3;47,33;522,05;2388,03;8135,32;8,3804;0,03;392;2388;100;642,64;38,92;23,3809;1588,6;1402,85;14,62;21,61;554,3;2388,02;9062,13;0,0021;-0,0003;0
Engine_83;179;518,67;1,3;47,51;521,63;2388,08;8135,63;8,418;0,03;392;2388;100;642,75;39,08;23,2689;1591,18;1399,71;14,62;21,61;553,83;2388,04;9052,75;0,001;-0,0005;0
Engine_83;180;518,67;1,3;47,21;522,28;2388,06;8137,9;8,4506;0,03;392;2388;100;641,94;39,15;23,3336;1583,01;1402,36;14,62;21,61;553,77;2388,07;9054,55;0,0013;0,0004;0
Engine_83;181;518,67;1,3;47,37;521,92;2388,04;8137,36;8,4061;0,03;393;2388;100;642,18;38,94;23,5484;1593,26;1397,23;14,62;21,61;554,36;2388,04;9054,56;-0,0012;0,0002;0
Engine_83;182;518,67;1,3;47,38;521,93;2388,09;8133,6;8,3919;0,03;392;2388;100;642,9;39,14;23,3631;1587,88;1401,22;14,62;21,61;554,35;2388,07;9057,41;-0,0024;0,0001;0
Engine_83;183;518,67;1,3;47,36;521,5;2388,04;8137,14;8,4144;0,03;392;2388;100;642,46;38,8;23,2816;1589,73;1397,59;14,62;21,61;553,57;2388,09;9057,17;0,0023;-0,0001;0
Engine_83;184;518,67;1,3;47,68;521,88;2388,03;8141,46;8,4259;0,03;392;2388;100;642,47;38,89;23,3509;1581,48;1403,17;14,62;21,61;554,34;2388,13;9063,52;0,0002;0,0004;0
Engine_83;185;518,67;1,3;47,3;521,63;2388,06;8138,27;8,4133;0,03;392;2388;100;642,21;38,9;23,3119;1589,91;1404,65;14,62;21,61;553,2;2388,07;9052,52;-0,0007;-0,0003;0
Engine_83;186;518,67;1,3;47,38;521,36;2388,12;8134,47;8,4447;0,03;393;2388;100;642,37;38,97;23,4297;1585,07;1414,46;14,62;21,61;553,26;2388,12;9060,53;-0,0015;0,0004;0
Engine_83;187;518,67;1,3;47,39;521,86;2388,12;8139,64;8,4159;0,03;393;2388;100;642,63;38,91;23,2645;1585,03;1395,38;14,62;21,61;554,51;2388,08;9060,26;-0,0008;0,0003;0
Engine_83;188;518,67;1,3;47,31;521,71;2388,05;8135,14;8,4362;0,03;394;2388;100;642,68;39;23,3991;1589,69;1404,48;14,62;21,61;553,64;2388,08;9053,07;-0,0019;-0,0003;0
Engine_83;189;518,67;1,3;47,36;521,46;2388,06;8134,47;8,3952;0,03;394;2388;100;643;39,01;23,4237;1587,32;1404,37;14,62;21,61;554,27;2388;9055,24;-0,0011;-0,0004;0
Engine_83;190;518,67;1,3;47,25;521,85;2388,07;8131,57;8,4009;0,03;392;2388;100;642,98;38,84;23,3735;1588,54;1402,27;14,62;21,61;553,39;2388,05;9057,37;0,0001;-0,0004;0
Engine_83;191;518,67;1,3;47,55;522,31;2388,14;8135,5;8,4339;0,03;393;2388;100;642,27;38,77;23,3419;1585,63;1404,81;14,62;21,61;553,96;2388,1;9060,12;0,001;0;0
Engine_83;192;518,67;1,3;47,35;521,89;2388,11;8141,58;8,4117;0,03;391;2388;100;642,62;39,12;23,244;1584,59;1406,57;14,62;21,61;554,1;2388,09;9059,76;-0,0024;0,0004;0
Engine_83;193;518,67;1,3;47,37;521,66;2388,1;8138,72;8,43;0,03;392;2388;100;641,56;38,91;23,1804;1589,05;1411,78;14,62;21,61;553,7;2388,13;9052,34;-0,0005;0,0004;0
Engine_83;194;518,67;1,3;47,54;521,4;2388,04;8140,96;8,423;0,03;393;2388;100;642,11;38,89;23,3544;1591,21;1408,04;14,62;21,61;553,91;2388,09;9052,97;-0,0006;0,0004;0
Engine_83;195;518,67;1,3;47,45;521,89;2388,03;8138,94;8,4289;0,03;392;2388;100;642,29;38,85;23,3454;1591,45;1400,58;14,62;21,61;553,38;2388,02;9059,37;-0,0043;-0,0004;0
Engine_83;196;518,67;1,3;47,62;521,97;2388,05;8134,93;8,4369;0,03;391;2388;100;642,76;38,95;23,2698;1585,62;1404,78;14,62;21,61;553,77;2388,14;9062,04;0,0005;-0,0001;0
Engine_83;197;518,67;1,3;47,44;522;2388,05;8137,18;8,4185;0,03;391;2388;100;642,18;38,95;23,3195;1583,13;1411,3;14,62;21,61;554,06;2388,01;9054,89;-0,0029;-0,0002;0
Engine_83;198;518,67;1,3;47,36;521,62;2388,07;8133,29;8,429;0,03;392;2388;100;642,57;38,82;23,3514;1585,51;1403,25;14,62;21,61;553,13;2388,1;9050,17;0,0001;0,0002;0
Engine_83;199;518,67;1,3;47,52;521,75;2388,11;8145,6;8,4228;0,03;393;2388;100;643,01;38,63;23,352;1593,48;1399,9;14,62;21,61;552,91;2388,1;9054,52;-0,003;-0,0005;0
Engine_83;200;518,67;1,3;47,24;521,35;2388,05;8137,05;8,4739;0,03;392;2388;100;642,67;38,91;23,2696;1588,83;1394,23;14,62;21,61;553,23;2388,1;9059,73;-0,0007;-0,0002;0
Engine_83;201;518,67;1,3;47,46;521,88;2388,13;8133,94;8,4547;0,03;392;2388;100;641,8;38,93;23,3005;1591,23;1401,44;14,62;21,61;552,89;2388,09;9050,47;-0,0013;-0,0001;0
Engine_83;202;518,67;1,3;47,42;521,59;2388,07;8139,2;8,441;0,03;394;2388;100;642,21;38,86;23,4098;1586,61;1406,43;14,62;21,61;554,52;2388,08;9052,5;-0,0018;0,0003;0
Engine_83;203;518,67;1,3;47,4;521,26;2388,13;8131,49;8,4444;0,03;394;2388;100;642,42;38,69;23,3668;1587,92;1405,88;14,62;21,61;553,84;2388,12;9062,61;-0,0006;-0,0002;0
Engine_83;204;518,67;1,3;47,37;521,73;2388,04;8138,06;8,3991;0,03;393;2388;100;642,87;38,91;23,2596;1592,1;1402,67;14,62;21,61;553,58;2388,07;9053,84;0,0007;-0,0002;0
Engine_83;205;518,67;1,3;47,44;522,26;2388,07;8131,65;8,4049;0,03;393;2388;100;643,2;38,86;23,3114;1585,91;1412,27;14,62;21,61;553,93;2388,04;9056,68;-0,0013;-0,0001;0
Engine_83;206;518,67;1,3;47,42;521,77;2388,07;8137,31;8,437;0,03;393;2388;100;642,67;38,82;23,3601;1585,84;1410,01;14,62;21,61;553,95;2388,08;9065,7;-0,0021;0,0002;0
Engine_83;207;518,67;1,3;47,71;521,76;2388,04;8137,34;8,4106;0,03;394;2388;100;642,2;38,83;23,3207;1586,25;1404,23;14,62;21,61;553,78;2388,14;9059,46;-0,0023;-0,0003;0
Engine_83;208;518,67;1,3;47,51;521,54;2388,07;8137,89;8,4031;0,03;390;2388;100;642,3;38,65;23,286;1591,92;1404,74;14,62;21,61;553,95;2388,02;9059,43;-0,0026;0,0003;0
Engine_83;209;518,67;1,3;47,27;521,82;2388,07;8138,67;8,4196;0,03;392;2388;100;642,64;38,88;23,2857;1588,53;1400,49;14,62;21,61;553,27;2388,04;9059,05;-0,002;-0,0004;0
Engine_83;210;518,67;1,3;47,51;520,91;2388,07;8135,69;8,412;0,03;394;2388;100;642,39;38,92;23,3263;1590,61;1408,78;14,62;21,61;553,24;2388,08;9052,82;0,004;0,0002;0
Engine_83;211;518,67;1,3;47,61;521,19;2388,08;8133,03;8,44;0,03;393;2388;100;642,95;38,89;23,3786;1583,75;1403,08;14,62;21,61;553,62;2388,15;9055,69;-0,0019;-0,0003;0
Engine_83;212;518,67;1,3;47,42;520,85;2388,11;8138,32;8,4431;0,03;393;2388;100;642,54;38,82;23,3647;1591,63;1409,87;14,62;21,61;553,19;2388;9054,33;-0,0037;0,0003;0
Engine_83;213;518,67;1,3;47,46;521,58;2388,09;8133,98;8,441;0,03;393;2388;100;642,59;38,92;23,2294;1588,6;1411,01;14,62;21,61;554,14;2388,09;9061,22;0,0028;0;0
Engine_83;214;518,67;1,3;47,57;521,52;2388,06;8136,41;8,4271;0,03;393;2388;100;642,79;38,81;23,2246;1590,52;1406,04;14,62;21,61;553,27;2388,14;9055;-0,0004;0,0004;0
Engine_83;215;518,67;1,3;47,48;521,57;2388,08;8135,88;8,4343;0,03;391;2388;100;642,74;38,7;23,2765;1584,64;1406,42;14,62;21,61;553,97;2388,11;9055,6;0;-0,0004;0
Engine_83;216;518,67;1,3;47,5;521,75;2388,06;8135,62;8,4268;0,03;394;2388;100;642,03;38,67;23,2581;1589,73;1408,34;14,62;21,61;554,23;2388,09;9053,29;-0,0023;0,0004;0
Engine_83;217;518,67;1,3;47,47;521,68;2388,07;8135,03;8,4316;0,03;393;2388;100;643,09;38,86;23,2716;1588,57;1409,99;14,62;21,61;553,76;2388,09;9061,54;0,0047;-0,0004;0
Engine_83;218;518,67;1,3;47,44;521,23;2388,11;8132,31;8,3944;0,03;394;2388;100;642,54;38,62;23,3011;1590,61;1401,42;14,62;21,61;553,53;2388,09;9056,57;-0,0041;0,0003;0
Engine_83;219;518,67;1,3;47,46;521,36;2388,14;8136,88;8,4422;0,03;393;2388;100;642,01;38,96;23,3801;1592,91;1406,77;14,62;21,61;553,15;2388,13;9052,51;-0,0005;-0,0001;0
Engine_83;220;518,67;1,3;47,3;521,36;2388,11;8139,84;8,4032;0,03;393;2388;100;643,23;39,02;23,3533;1598,3;1406,62;14,62;21,61;553,25;2388,11;9057,51;-0,0031;0,0003;0
Engine_83;221;518,67;1,3;47,4;521,11;2388,12;8134,03;8,4216;0,03;395;2388;100;642,98;38,99;23,3225;1582,28;1404,24;14,62;21,61;553,49;2388,09;9050,41;0,0029;-0,0004;0
Engine_83;222;518,67;1,3;47,61;521,21;2388,11;8137,41;8,4115;0,03;393;2388;100;642,9;38,93;23,3222;1585,79;1415,39;14,62;21,61;553,19;2388,06;9058,38;0,0034;-0,0001;0
Engine_83;223;518,67;1,3;47,71;521,51;2388,15;8137,88;8,4097;0,03;394;2388;100;642,62;38,89;23,3275;1590,3;1401,59;14,62;21,61;553,81;2388,05;9051,24;-0,0008;-0,0004;0
Engine_83;224;518,67;1,3;47,49;521,55;2388,13;8134,45;8,3961;0,03;393;2388;100;642,96;38,8;23,2683;1590,82;1413,13;14,62;21,61;553,21;2388,08;9056,09;0,003;0,0002;0
Engine_83;225;518,67;1,3;47,56;521,39;2388,06;8129,86;8,4185;0,03;394;2388;100;642,69;38,78;23,2881;1593,81;1410,19;14,62;21,61;553,61;2388,07;9055;-0,0005;0;0
Engine_83;226;518,67;1,3;47,51;522,24;2388,09;8127,96;8,4038;0,03;393;2388;100;642,58;38,83;23,3165;1586,3;1414,49;14,62;21,61;553,64;2388,08;9057,86;0,0036;0,0001;0
Engine_83;227;518,67;1,3;47,53;521,41;2388,09;8134,24;8,4392;0,03;395;2388;100;643,1;38,73;23,1085;1593,18;1411,67;14,62;21,61;553,18;2388,1;9057,69;-0,0017;0,0004;0
Engine_83;228;518,67;1,3;47,42;520,8;2388,12;8134,25;8,4483;0,03;394;2388;100;642,12;38,71;23,3342;1585,73;1405,89;14,62;21,61;552,85;2388,14;9055,87;-0,003;0,0004;0
Engine_83;229;518,67;1,3;47,48;521,57;2388,1;8135,81;8,4761;0,03;394;2388;100;642,05;38,79;23,2795;1592,11;1407,48;14,62;21,61;553,79;2388,1;9056,1;-0,0014;-0,0002;0
Engine_83;230;518,67;1,3;47,69;521,06;2388,16;8130,76;8,443;0,03;394;2388;100;642,58;38,84;23,2512;1593,14;1412,01;14,62;21,61;552,29;2388,1;9058,39;0;0,0001;0
Engine_83;231;518,67;1,3;47,52;521,26;2388,13;8138,74;8,4417;0,03;395;2388;100;642,69;38,74;23,2651;1589,46;1404,09;14,62;21,61;553,19;2388,09;9046,78;0,0015;-0,0005;0
Engine_83;232;518,67;1,3;47,54;521,81;2388,15;8127,96;8,4122;0,03;392;2388;100;643,22;38,71;23,3113;1590,79;1411,45;14,62;21,61;552,48;2388,19;9052,8;-0,0029;-0,0001;0
Engine_83;233;518,67;1,3;47,68;522,08;2388,07;8130,78;8,4467;0,03;393;2388;100;642,55;38,72;23,3341;1589,18;1408,6;14,62;21,61;552,99;2388,13;9054,44;0;0,0004;0
Engine_83;234;518,67;1,3;47,57;521,67;2388,09;8139,31;8,4415;0,03;393;2388;100;642,23;38,75;23,3323;1587,07;1419,57;14,62;21,61;553,09;2388,13;9058,13;0,0019;0,0004;0
Engine_83;235;518,67;1,3;47,43;521;2388,13;8131,62;8,4309;0,03;394;2388;100;642,67;38,9;23,2148;1595,96;1410,14;14,62;21,61;553,07;2388,15;9057,31;-0,0012;-0,0003;0
Engine_83;236;518,67;1,3;47,54;520,82;2388,1;8135,75;8,4136;0,03;393;2388;100;642,6;38,74;23,1595;1595,75;1408,62;14,62;21,61;553,14;2388,13;9055,05;-0,0008;-0,0003;0
Engine_83;237;518,67;1,3;47,56;520,73;2388,14;8135,16;8,4526;0,03;394;2388;100;643,42;38,76;23,272;1594,41;1414,43;14,62;21,61;553,47;2388,12;9058,52;0,0009;-0,0004;0
Engine_83;238;518,67;1,3;47,71;521,2;2388,14;8137,08;8,482;0,03;393;2388;100;642,44;38,72;23,2623;1586,61;1418,82;14,62;21,61;552,8;2388,12;9054,2;0,0028;-0,0001;0
Engine_83;239;518,67;1,3;47,62;521,31;2388,15;8136,69;8,4479;0,03;393;2388;100;643,03;38,72;23,3108;1594,39;1417,27;14,62;21,61;552,87;2388,11;9053,11;0,0015;-0,0001;0
Engine_83;240;518,67;1,3;47,89;521,09;2388,13;8130,58;8,4447;0,03;393;2388;100;642,9;38,83;23,2498;1587,37;1408,29;14,62;21,61;553,06;2388,14;9065,01;-0,0036;0,0002;0
Engine_83;241;518,67;1,3;47,5;520,99;2388,15;8135,21;8,486;0,03;395;2388;100;642,61;38,7;23,2099;1595,86;1415,44;14,62;21,61;553,26;2388,17;9048,54;0,0023;-0,0001;0
Engine_83;242;518,67;1,3;47,78;520,88;2388,14;8128,33;8,4729;0,03;393;2388;100;643;38,8;23,168;1596,62;1412,65;14,62;21,61;552,74;2388,11;9056,89;-0,0024;0,0001;0
Engine_83;243;518,67;1,3;47,67;521,01;2388,2;8131,35;8,4258;0,03;392;2388;100;642,62;38,84;23,2004;1594,64;1405,53;14,62;21,61;552,99;2388,18;9052,98;-0,0029;-0,0004;0
Engine_83;244;518,67;1,3;47,68;520,71;2388,11;8134,63;8,4542;0,03;393;2388;100;642,94;38,61;23,3032;1594,32;1411,99;14,62;21,61;553,35;2388,16;9057,77;-0,0033;-0,0003;0
Engine_83;245;518,67;1,3;47,84;521,21;2388,14;8137,1;8,4425;0,03;394;2388;100;642,18;38,94;23,3041;1590,14;1414,33;14,62;21,61;552,45;2388,14;9050,45;0,0015;-0,0003;0
Engine_83;246;518,67;1,3;47,61;520,97;2388,17;8129,22;8,4893;0,03;394;2388;100;642,57;38,77;23,2752;1584,43;1413,15;14,62;21,61;553,78;2388,18;9055,93;0,0031;-0,0004;0
Engine_83;247;518,67;1,3;47,66;521,34;2388,15;8131,02;8,493;0,03;394;2388;100;643,08;38,88;23,2269;1591,8;1417,4;14,62;21,61;553,3;2388,15;9054,69;0,0037;-0,0001;0
Engine_83;248;518,67;1,3;47,71;520,49;2388,14;8129,79;8,4509;0,03;394;2388;100;642,79;38,66;23,1956;1589,41;1410,24;14,62;21,61;552,17;2388,15;9059,93;0,0019;0,0005;0
Engine_83;249;518,67;1,3;47,61;520,72;2388,15;8129,29;8,4474;0,03;395;2388;100;642,98;38,69;23,1802;1599,1;1408,75;14,62;21,61;553,75;2388,15;9059,77;-0,0004;0,0003;0
Engine_83;250;518,67;1,3;47,67;520,21;2388,16;8131,62;8,4566;0,03;392;2388;100;642,74;38,61;23,2008;1594,63;1416,66;14,62;21,61;552,64;2388,17;9056,17;-0,0012;-0,0001;0
Engine_83;251;518,67;1,3;47,57;521,13;2388,2;8135,91;8,4225;0,03;395;2388;100;643,24;38,76;23,2284;1597,4;1415,47;14,62;21,61;552,61;2388,22;9057,5;0,0014;-0,0001;0
Engine_83;252;518,67;1,3;47,83;520,48;2388,16;8133,07;8,4589;0,03;395;2388;100;643,2;38,79;23,2259;1600,91;1407,4;14,62;21,61;552,77;2388,2;9052,25;-0,0015;-0,0004;0
Engine_83;253;518,67;1,3;47,77;521,2;2388,16;8130,55;8,4068;0,03;395;2388;100;643,08;38,6;23,2409;1594,25;1425,03;14,62;21,61;552,53;2388,12;9056,79;0,0012;0,0002;0
Engine_83;254;518,67;1,3;47,72;520,88;2388,22;8130,62;8,4293;0,03;392;2388;100;642,27;38,52;23,1901;1591,66;1418,53;14,62;21,61;552,87;2388,15;9057,14;-0,0005;0,0003;0
Engine_83;255;518,67;1,3;47,69;520,68;2388,17;8128,31;8,4475;0,03;392;2388;100;643,15;38,86;23,1718;1600,46;1410,49;14,62;21,61;552,73;2388,15;9051,09;-0,0016;-0,0001;0
Engine_83;256;518,67;1,3;47,78;520,57;2388,18;8134,44;8,4585;0,03;394;2388;100;642,46;38,71;23,294;1590,27;1420,46;14,62;21,61;553,39;2388,21;9055,29;0,0013;-0,0001;0
Engine_83;257;518,67;1,3;47,67;520,35;2388,19;8132,62;8,4687;0,03;394;2388;100;642,6;38,7;23,1427;1591,53;1411,82;14,62;21,61;552,55;2388,18;9052,62;-0,0012;-0,0001;0
Engine_83;258;518,67;1,3;47,85;520,95;2388,15;8123,81;8,4725;0,03;392;2388;100;642,85;38,91;23,1503;1592,27;1402,39;14,62;21,61;552,86;2388,22;9051,85;-0,0024;-0,0003;0
Engine_83;259;518,67;1,3;47,71;520,48;2388,11;8134,44;8,493;0,03;395;2388;100;643,08;38,73;23,3026;1590,06;1411,73;14,62;21,61;552,82;2388,14;9044,84;-0,002;-0,0003;0
Engine_83;260;518,67;1,3;47,9;520,47;2388,15;8129,11;8,4752;0,03;394;2388;100;643,06;38,51;23,227;1596,95;1415,92;14,62;21,61;552,21;2388,19;9048,23;0,0003;0,0005;0
Engine_83;261;518,67;1,3;47,82;520,66;2388,2;8122,67;8,4895;0,03;393;2388;100;643,28;38,57;23,2967;1585,36;1417,11;14,62;21,61;552,31;2388,18;9046,49;0,0003;0,0004;0
Engine_83;262;518,67;1,3;47,88;520,32;2388,17;8131,66;8,4756;0,03;394;2388;100;644,09;38,44;23,1894;1599,63;1412,92;14,62;21,61;552,19;2388,23;9043,29;0,0033;0,0003;0
Engine_83;263;518,67;1,3;47,7;520,33;2388,24;8133,84;8,4821;0,03;394;2388;100;643,02;38,67;23,2962;1605,83;1416,93;14,62;21,61;552,42;2388,2;9047,94;-0,0015;0,0005;0
Engine_83;264;518,67;1,3;47,82;520,81;2388,18;8126,27;8,4819;0,03;396;2388;100;643,43;38,55;23,1319;1593,66;1411,3;14,62;21,61;552,68;2388,23;9047,32;-0,0029;-0,0005;0
Engine_83;265;518,67;1,3;47,7;520,02;2388,17;8131,7;8,4812;0,03;395;2388;100;643,45;38,63;23,1697;1603,78;1419,9;14,62;21,61;553,03;2388,16;9059,37;0,0011;-0,0003;0
Engine_83;266;518,67;1,3;47,82;520,41;2388,15;8128,61;8,4912;0,03;394;2388;100;642,74;38,58;23,2141;1597,97;1408,83;14,62;21,61;552,31;2388,16;9051,8;0,0031;0,0001;0
