id;cycle;s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s3;s4;s5;s6;s7;s8;s9;setting1;setting2
Engine_14;160;518,67;1,3;47,82;520,53;2388,16;8170,82;8,476;0,03;397;2388;100;643,08;38,75;23,0957;1601,66;1424,61;14,62;21,61;551,74;2388,16;9100,09;-0,0005;-0,0003
Engine_14;161;518,67;1,3;47,97;520,55;2388,16;8173,02;8,4682;0,03;395;2388;100;643,24;38,51;23,032;1599,97;1419,35;14,62;21,61;552,14;2388,13;9101,2;0,0027;0,0004
Engine_14;162;518,67;1,3;48,14;519,97;2388,14;8174,02;8,4898;0,03;394;2388;100;643,06;38,67;23,2032;1602,62;1422,23;14,62;21,61;551,89;2388,12;9104,09;0,0028;0,0003
Engine_14;163;518,67;1,3;47,99;520,6;2388,13;8179,09;8,4926;0,03;396;2388;100;643,08;38,66;23,1457;1592,53;1419,39;14,62;21,61;551,91;2388,17;9110,19;-0,0012;0,0001
Engine_14;164;518,67;1,3;47,94;520,11;2388,16;8175,22;8,4684;0,03;395;2388;100;642,88;38,4;23,1089;1603,43;1428,09;14,62;21,61;552,11;2388,12;9100,02;0,0022;0,0002
Engine_14;165;518,67;1,3;47,96;520,57;2388,15;8177,27;8,5097;0,03;394;2388;100;643,2;38,6;23,1437;1601,09;1426,66;14,62;21,61;551,9;2388,12;9100,47;-0,0008;-0,0003
Engine_14;166;518,67;1,3;47,92;519,94;2388,17;8180,49;8,4781;0,03;396;2388;100;643,24;38,58;23,1287;1600,42;1420,87;14,62;21,61;552,07;2388,23;9106,99;-0,0006;0,0002
Engine_14;167;518,67;1,3;47,91;520,18;2388,17;8183,2;8,5039;0,03;396;2388;100;643,57;38,56;23,0397;1605,27;1425,5;14,62;21,61;552,38;2388,23;9114,94;0,0026;0
Engine_14;168;518,67;1,3;47,93;520,04;2388,18;8178,71;8,5399;0,03;396;2388;100;643,79;38,52;23,2179;1600,93;1428,22;14,62;21,61;552,31;2388,11;9109,47;-0,0003;0,0001
Engine_14;169;518,67;1,3;47,96;520,11;2388,16;8177,63;8,4984;0,03;396;2388;100;643,14;38,49;23,0382;1602,39;1425,41;14,62;21,61;552,43;2388,19;9116,69;-0,0002;0,0003
Engine_14;170;518,67;1,3;48,1;520,67;2388,13;8179,13;8,4978;0,03;397;2388;100;643,1;38,51;23,1406;1608,89;1428,7;14,62;21,61;552,23;2388,17;9107,25;-0,0009;-0,0003
Engine_14;171;518,67;1,3;48,18;519,76;2388,17;8184,23;8,5326;0,03;395;2388;100;643,45;38,31;23,1044;1608,22;1424,48;14,62;21,61;552,76;2388,11;9112,37;-0,003;-0,0004
Engine_14;172;518,67;1,3;48,12;520,38;2388,2;8182,77;8,4673;0,03;396;2388;100;643,84;38,48;23,0938;1605,57;1420,19;14,62;21,61;552,05;2388,16;9124,41;0,0059;0,0002
Engine_14;173;518,67;1,3;48,05;520,2;2388,19;8193,66;8,5031;0,03;396;2388;100;644,09;38,61;23,0647;1603,45;1423,9;14,62;21,61;551,64;2388,18;9123,75;0,004;0,0003
Engine_14;174;518,67;1,3;48,15;519,81;2388,08;8190,52;8,5081;0,03;396;2388;100;643,85;38,64;23,0226;1605,95;1425,54;14,62;21,61;551,92;2388,17;9122,4;0,0008;0,0001
Engine_14;175;518,67;1,3;48,19;520,37;2388,21;8186,78;8,5324;0,03;396;2388;100;643,5;38,47;23,0489;1604,22;1425,67;14,62;21,61;551,64;2388,16;9120,62;0,0023;0,0001
Engine_14;176;518,67;1,3;48,08;520,14;2388,2;8191,75;8,5309;0,03;396;2388;100;643,49;38,46;23,1078;1599,4;1427,06;14,62;21,61;551,48;2388,18;9125,2;-0,002;-0,0002
Engine_14;177;518,67;1,3;48,04;519,92;2388,18;8193,49;8,5166;0,03;397;2388;100;644,17;38,46;23,0187;1599,2;1424,67;14,62;21,61;551,93;2388,21;9128,96;0,0005;-0,0005
Engine_14;178;518,67;1,3;48,26;519,98;2388,2;8194,69;8,4919;0,03;397;2388;100;643,31;38,44;23,0785;1603,1;1432,46;14,62;21,61;551,16;2388,24;9132,68;0,0001;-0,0001
Engine_14;179;518,67;1,3;48,3;519,89;2388,18;8189,64;8,5305;0,03;396;2388;100;643,7;38,34;23,0647;1609,93;1425,93;14,62;21,61;551,96;2388,24;9132,35;-0,0008;0,0003
Engine_14;180;518,67;1,3;48,32;520,56;2388,23;8196,18;8,5237;0,03;397;2388;100;643,49;38,36;22,9824;1597,94;1427,6;14,62;21,61;551,29;2388,18;9129,74;0,0011;-0,0002
Engine_15;1;518,67;1,3;46,98;522,88;2388;8142,23;8,4102;0,03;391;2388;100;642;38,87;23,3903;1576,75;1394,77;14,62;21,61;554,97;2388,02;9055,94;-0,0018;-0,0004
Engine_15;2;518,67;1,3;47,08;522,82;2388,05;8142,66;8,4101;0,03;392;2388;100;642,14;39,12;23,4014;1588,84;1394,27;14,62;21,61;554,18;2387,98;9066,05;0,0004;0,0004
Engine_15;3;518,67;1,3;47,18;522,62;2387,99;8140,42;8,3922;0,03;391;2388;100;642,05;38,89;23,4291;1581,96;1395,53;14,62;21,61;554,55;2388,01;9053,7;-0,002;-0,0001
Engine_15;4;518,67;1,3;46,92;522,67;2388;8140,5;8,4142;0,03;392;2388;100;641,97;39,12;23,4905;1587,35;1393,24;14,62;21,61;554,75;2387,96;9053,73;-0,0015;-0,0001
Engine_15;5;518,67;1,3;47,34;523,02;2388;8142,05;8,3915;0,03;390;2388;100;642,33;39,09;23,4482;1584,7;1392,44;14,62;21,6;554,72;2388,07;9056,97;0,0014;-0,0003
Engine_15;6;518,67;1,3;47,15;522,62;2387,98;8141,56;8,3864;0,03;391;2388;100;641,81;39,14;23,5058;1586,84;1395,7;14,62;21,61;554,47;2387,97;9061,09;-0,0006;-0,0003
Engine_15;7;518,67;1,3;47,3;522,29;2387,94;8144,41;8,3942;0,03;392;2388;100;642,41;39,26;23,4558;1582,35;1393,78;14,62;21,61;553,71;2388,02;9060,13;0,0027;-0,0005
Engine_15;8;518,67;1,3;47,35;522,26;2387,97;8144,91;8,3968;0,03;391;2388;100;642,41;38,96;23,3113;1582,04;1395,75;14,62;21,61;554,93;2387,97;9058,95;0,0003;0
Engine_15;9;518,67;1,3;47,01;522,14;2387,99;8136,59;8,3748;0,03;392;2388;100;642;39,16;23,486;1580,24;1397,41;14,62;21,6;554,99;2388,09;9055,75;0,0022;-0,0005
Engine_15;10;518,67;1,3;47,11;522,44;2388,03;8144,92;8,4223;0,03;391;2388;100;642,26;38,9;23,371;1584,19;1396,7;14,62;21,61;554,77;2387,94;9061,57;-0,0006;-0,0002
Engine_15;11;518,67;1,3;47,11;522,54;2388,01;8141,67;8,3967;0,03;390;2388;100;641,9;39,19;23,4066;1585,36;1390,35;14,62;21,61;554,74;2388;9055,34;-0,0023;-0,0002
Engine_15;12;518,67;1,3;47,1;522,38;2387,95;8139,11;8,3678;0,03;392;2388;100;642,11;39,1;23,3218;1582,54;1402,78;14,62;21,6;555,21;2388,01;9049,29;-0,0016;-0,0005
Engine_15;13;518,67;1,3;47,23;522,53;2388,01;8142,24;8,4029;0,03;392;2388;100;642,21;39,01;23,4324;1581,36;1395,44;14,62;21,6;555,21;2388,03;9056,72;0,0015;-0,0003
Engine_15;14;518,67;1,3;47,22;522,08;2388,04;8140,28;8,3826;0,03;391;2388;100;641,66;39,03;23,5056;1581,98;1400,45;14,62;21,61;554,01;2387,96;9058,73;0,0015;-0,0002
Engine_15;15;518,67;1,3;47,06;522,39;2387,99;8135,05;8,3603;0,03;392;2388;100;642,01;38,86;23,3726;1585,44;1401,33;14,62;21,61;554,81;2387,98;9057,64;-0,002;-0,0001
Engine_15;16;518,67;1,3;47,16;522,54;2388,04;8137,87;8,3792;0,03;391;2388;100;641,71;39,01;23,5067;1579,91;1406,45;14,62;21,61;554,47;2387,95;9056,07;0,0011;0,0004
Engine_15;17;518,67;1,3;47,12;522,21;2388,03;8144,71;8,3948;0,03;390;2388;100;641,81;39,01;23,4125;1581,88;1392,92;14,62;21,61;555,16;2387,97;9057,4;0,0009;0,0001
Engine_15;18;518,67;1,3;47,14;522,77;2387,98;8137,89;8,3908;0,03;392;2388;100;641,86;39,11;23,4096;1579,26;1390,03;14,62;21,61;554,27;2387,98;9060,55;-0,0042;0,0005
Engine_15;19;518,67;1,3;47,2;521,77;2387,98;8139,13;8,3592;0,03;392;2388;100;642,2;38,94;23,4053;1590,89;1391,23;14,62;21,61;555,09;2387,96;9054,19;-0,0029;0
Engine_15;20;518,67;1,3;47,17;522,94;2388,02;8143,76;8,4075;0,03;391;2388;100;641,73;39,02;23,4697;1583,08;1392,71;14,62;21,61;554,48;2388;9063,05;-0,0027;0,0003
Engine_15;21;518,67;1,3;47,14;522,62;2388,01;8144,26;8,3991;0,03;392;2388;100;642,51;39;23,4136;1576,58;1395,29;14,62;21,6;554,48;2387,98;9056,38;0,0002;0,0003
Engine_15;22;518,67;1,3;47,2;522,28;2388;8139,67;8,4158;0,03;391;2388;100;641,84;39;23,3403;1578,51;1396,75;14,62;21,61;554,36;2388;9063,28;-0,0012;0,0001
Engine_15;23;518,67;1,3;47,19;522,05;2388,01;8143,08;8,3967;0,03;392;2388;100;641,96;39;23,4621;1577,75;1395;14,62;21,61;554,54;2388,03;9058,67;-0,0007;0,0004
Engine_15;24;518,67;1,3;47,11;522,87;2388;8142,61;8,3978;0,03;392;2388;100;642,45;39,03;23,4335;1589,29;1397,04;14,62;21,6;555,26;2387,97;9045,91;0,0016;0,0002
Engine_15;25;518,67;1,3;47,17;522,68;2388,04;8138,16;8,4046;0,03;391;2388;100;642,4;39,13;23,4505;1587,75;1398,65;14,62;21,61;555,19;2388,03;9056,4;-0,0006;-0,0002
Engine_15;26;518,67;1,3;46,99;522,62;2387,99;8142,24;8,3955;0,03;392;2388;100;642,17;39,12;23,3932;1582,05;1397,76;14,62;21,61;554,7;2388,01;9058,25;0,0015;0
Engine_15;27;518,67;1,3;47,19;522,23;2388,01;8139,01;8,417;0,03;390;2388;100;642,07;38,99;23,3395;1588,41;1406,57;14,62;21,61;554,82;2388,07;9052,26;-0,0011;-0,0001
Engine_15;28;518,67;1,3;47,13;523,05;2387,99;8141,19;8,3697;0,03;391;2388;100;641,91;39,11;23,4034;1589,8;1392,82;14,62;21,61;555,27;2388,02;9059,8;-0,0028;0
Engine_15;29;518,67;1,3;47,29;522,58;2387,99;8142,6;8,3781;0,03;392;2388;100;641,79;38,86;23,3724;1582,38;1389,69;14,62;21,61;554,7;2387,98;9054,31;0,0052;0,0003
Engine_15;30;518,67;1,3;47,06;523,06;2388,03;8143,79;8,3799;0,03;392;2388;100;642,24;39,27;23,3407;1574,15;1396,49;14,62;21,61;555,14;2388;9054,65;-0,0004;-0,0003
Engine_15;31;518,67;1,3;47,37;522,74;2388,04;8139,69;8,406;0,03;392;2388;100;641,99;39,03;23,4515;1580,38;1402,78;14,62;21,61;554,33;2388,02;9061,92;0,0004;-0,0004
Engine_15;32;518,67;1,3;47,29;522,27;2388,03;8142,29;8,3852;0,03;391;2388;100;642,14;39;23,4328;1584,56;1396,39;14,62;21,61;553,74;2388,01;9059,11;0,0006;0
Engine_15;33;518,67;1,3;47,16;522,4;2388,04;8143,83;8,3959;0,03;393;2388;100;642,11;39,09;23,4391;1584,96;1397,69;14,62;21,61;553,97;2388,03;9063,17;-0,0003;0
Engine_15;34;518,67;1,3;47,25;522,48;2387,98;8143,72;8,3996;0,03;392;2388;100;641,85;38,94;23,3261;1590,39;1392,99;14,62;21,6;554,58;2388,01;9065,45;0,0013;-0,0002
Engine_15;35;518,67;1,3;47,11;522,24;2388,02;8142,36;8,3939;0,03;392;2388;100;642,41;39,09;23,4322;1583,28;1402,65;14,62;21,61;554,62;2388;9061,89;-0,0011;0,0001
Engine_15;36;518,67;1,3;47,05;522,92;2387,98;8141,95;8,3603;0,03;391;2388;100;642,56;38,97;23,454;1591,33;1396,09;14,62;21,61;554,41;2388;9047,42;0,0039;-0,0001
Engine_15;37;518,67;1,3;47,27;522,26;2388,05;8145,38;8,3612;0,03;392;2388;100;641,95;38,92;23,4714;1589,69;1394,87;14,62;21,61;555,23;2388,06;9057,95;0,0018;0
Engine_15;38;518,67;1,3;47,09;522,98;2388,03;8145,89;8,3884;0,03;392;2388;100;641,98;39,22;23,4945;1580,82;1397;14,62;21,61;555,54;2387,96;9062,02;0,0055;0
Engine_15;39;518,67;1,3;47,16;522,43;2387,96;8139,23;8,4369;0,03;391;2388;100;642,01;38,98;23,3673;1587,69;1393,64;14,62;21,61;554,4;2388,02;9060,02;0,0006;0,0003
Engine_15;40;518,67;1,3;47,13;522,12;2387,98;8143,52;8,4109;0,03;391;2388;100;642,5;39,07;23,369;1584,58;1398,07;14,62;21,61;554,13;2387,97;9058,56;0,0004;-0,0002
Engine_15;41;518,67;1,3;47,23;522,11;2387,96;8138,11;8,4012;0,03;392;2388;100;641,96;39;23,4862;1583,84;1393,26;14,62;21,61;554,32;2387,99;9056,63;-0,0017;0,0002
Engine_15;42;518,67;1,3;47,01;522,99;2388,01;8137,45;8,3769;0,03;391;2388;100;642,57;38,98;23,3555;1584,18;1393;14,62;21,61;554,81;2388;9058,1;0,0022;-0,0002
Engine_15;43;518,67;1,3;47,23;522,39;2387,96;8148,38;8,4141;0,03;392;2388;100;642,51;39,1;23,445;1585,4;1395,43;14,62;21,61;554,85;2388,08;9056,86;-0,0041;-0,0001
Engine_15;44;518,67;1,3;47,04;521,99;2388,04;8139,83;8,4089;0,03;392;2388;100;642,18;39,08;23,4563;1581,48;1393,57;14,62;21,61;555,01;2387,99;9055,16;-0,003;0,0003
Engine_15;45;518,67;1,3;47,03;521,96;2387,99;8141,59;8,4198;0,03;391;2388;100;642,26;38,95;23,3652;1580,47;1395,59;14,62;21,61;554,99;2388,01;9057,82;-0,0002;0
Engine_15;46;518,67;1,3;47;521,84;2388,01;8138,59;8,4182;0,03;391;2388;100;642,15;39,16;23,4855;1580,58;1407,34;14,62;21,61;554,3;2388,01;9051,12;0,0002;0,0002
Engine_15;47;518,67;1,3;47,48;522,16;2388,01;8140,59;8,3926;0,03;390;2388;100;641,74;39,06;23,3375;1593,18;1396,56;14,62;21,61;553,37;2388,01;9059,45;-0,0007;0,0004
Engine_15;48;518,67;1,3;47,17;522,12;2387,99;8143,5;8,4052;0,03;391;2388;100;642,23;39,09;23,4105;1581,61;1395,42;14,62;21,6;554,36;2387,98;9054,29;0,0013;-0,0003
Engine_15;49;518,67;1,3;47,34;521,98;2388,02;8140,04;8,4285;0,03;392;2388;100;641,74;38,87;23,4577;1584,85;1395,15;14,62;21,61;555,46;2388;9062,59;0,0007;-0,0005
Engine_15;50;518,67;1,3;47,22;522,39;2388,02;8141,22;8,3897;0,03;393;2388;100;642,26;39,07;23,4351;1583,47;1403,78;14,62;21,61;554,72;2388;9059,06;-0,0021;-0,0002
Engine_15;51;518,67;1,3;47,36;522,27;2388,03;8141,67;8,3835;0,03;392;2388;100;641,74;38,93;23,4525;1584,66;1397,29;14,62;21,6;554,48;2388,03;9061,45;0,0015;0
Engine_15;52;518,67;1,3;47,14;522,1;2388,04;8141,93;8,394;0,03;392;2388;100;642,26;39,23;23,3558;1587,69;1399,54;14,62;21,61;554,23;2388,02;9065,86;-0,0003;0,0004
Engine_15;53;518,67;1,3;47,14;522,27;2388,03;8140,37;8,3804;0,03;392;2388;100;641,76;39,08;23,4221;1584,18;1394,35;14,62;21,61;554,78;2388,01;9055,39;0,0047;-0,0004
Engine_15;54;518,67;1,3;47,24;522,54;2388,03;8134,15;8,4064;0,03;392;2388;100;642,05;39,11;23,4045;1581,83;1398,56;14,62;21,61;554,9;2388,01;9058,2;0;0,0004
Engine_15;55;518,67;1,3;47,29;521,62;2388,04;8141,8;8,4138;0,03;392;2388;100;642,57;38,95;23,392;1582,97;1393,88;14,62;21,61;555,23;2388,04;9056,47;0,0015;0,0005
Engine_15;56;518,67;1,3;47,08;522,39;2387,99;8141,4;8,3877;0,03;393;2388;100;642,66;39,07;23,5732;1584,24;1399,54;14,62;21,61;554,9;2387,99;9057,96;0,0025;-0,0001
Engine_15;57;518,67;1,3;47,23;522,17;2387,99;8142,56;8,3816;0,03;392;2388;100;642,11;39,08;23,4629;1587,81;1393,48;14,62;21,61;554,95;2388,01;9061,19;-0,001;-0,0002
Engine_15;58;518,67;1,3;47,23;522,44;2387,98;8141,95;8,3711;0,03;392;2388;100;641,89;38,99;23,4157;1584,11;1397,73;14,62;21,61;554,5;2388,02;9058;-0,0005;-0,0003
Engine_15;59;518,67;1,3;47,43;522,59;2388,04;8146,59;8,3715;0,03;392;2388;100;641,81;38,67;23,4619;1577,52;1399,53;14,62;21,61;554,44;2388,02;9060,41;0,0037;-0,0003
Engine_15;60;518,67;1,3;47,21;521,89;2388,02;8138,92;8,3925;0,03;391;2388;100;642;38,92;23,3673;1578,56;1400,34;14,62;21,61;554,39;2388,02;9061,22;0,0038;0,0004
Engine_15;61;518,67;1,3;47,23;522,65;2388,04;8142,5;8,4208;0,03;392;2388;100;642,29;39,14;23,3634;1588,69;1389,96;14,62;21,61;554,75;2388,01;9062,09;-0,0024;0,0003
Engine_15;62;518,67;1,3;47,09;522,46;2388,01;8140,56;8,4105;0,03;391;2388;100;642,21;39,01;23,3912;1578,29;1398,03;14,62;21,61;554,54;2388,02;9057,61;0,0007;0,0001
Engine_15;63;518,67;1,3;47,27;521,83;2388,06;8138,37;8,4021;0,03;392;2388;100;642,53;38,96;23,4058;1581,64;1399,61;14,62;21,61;554,07;2388;9054,87;0,0008;0,0003
Engine_15;64;518,67;1,3;47,11;522,47;2388,07;8138,59;8,419;0,03;392;2388;100;642,4;38,87;23,4125;1584,95;1402,52;14,62;21,61;554,62;2388,02;9061,88;-0,0012;-0,0002
Engine_15;65;518,67;1,3;47,37;522,11;2387,98;8141,57;8,3409;0,03;391;2388;100;642,44;38,95;23,3545;1591,69;1397,08;14,62;21,61;554,48;2388,04;9057,69;-0,0037;0,0003
Engine_15;66;518,67;1,3;47,18;522,36;2387,99;8142,54;8,4068;0,03;391;2388;100;643,13;38,93;23,4124;1586,26;1398,34;14,62;21,61;554,67;2388,01;9064,83;-0,0013;-0,0002
Engine_15;67;518,67;1,3;47,25;522,43;2388,07;8133,78;8,4007;0,03;393;2388;100;642,86;38,95;23,4194;1582,86;1399,6;14,62;21,61;554,45;2388,02;9056,82;-0,0054;0,0003
Engine_15;68;518,67;1,3;47,23;521,51;2388,04;8136,67;8,4166;0,03;391;2388;100;642,01;38,97;23,5508;1591,15;1399,59;14,62;21,61;554,29;2388;9058,44;-0,0011;0
Engine_15;69;518,67;1,3;47,18;522,91;2388,04;8143,55;8,3951;0,03;392;2388;100;642,63;39,1;23,357;1584,83;1389,68;14,62;21,61;554,68;2388,01;9061,91;-0,0033;0,0004
Engine_15;70;518,67;1,3;47,29;522,29;2388,04;8135,81;8,4326;0,03;392;2388;100;642,18;39,05;23,4105;1590,23;1398,83;14,62;21,61;555,08;2388,03;9051,66;0,0009;0
Engine_15;71;518,67;1,3;47,37;522,84;2388,04;8141,56;8,3923;0,03;392;2388;100;642,6;38,83;23,3468;1586,84;1396,53;14,62;21,61;554,75;2388,04;9055,77;-0,0005;-0,0002
Engine_15;72;518,67;1,3;47,26;522,32;2387,99;8136,04;8,419;0,03;391;2388;100;642,24;39,03;23,377;1583,64;1403,24;14,62;21,61;555,1;2388,03;9056,8;0,0039;-0,0002
Engine_15;73;518,67;1,3;47,14;522,59;2388,02;8141,63;8,3891;0,03;393;2388;100;641,75;39,1;23,4947;1586,52;1404,62;14,62;21,61;554,55;2388;9056,72;-0,0041;-0,0001
Engine_15;74;518,67;1,3;47,17;522,83;2388,01;8140,56;8,3914;0,03;392;2388;100;642,33;38,9;23,3666;1587,38;1403,28;14,62;21,61;553,86;2387,98;9054,13;-0,0014;0,0001
Engine_15;75;518,67;1,3;47,26;522,41;2388,06;8141,8;8,4125;0,03;392;2388;100;641,85;39,08;23,5043;1585,44;1390,22;14,62;21,61;554,45;2388,07;9061,94;0,0006;-0,0002
Engine_15;76;518,67;1,3;47,3;522,07;2388,01;8145,33;8,378;0,03;392;2388;100;642,21;39;23,3428;1595,24;1397,85;14,62;21,61;554,71;2387,99;9061,51;0,0011;0
Engine_15;77;518,67;1,3;47,45;521,96;2388;8141,5;8,4374;0,03;393;2388;100;642,36;38,96;23,2786;1584,32;1393,14;14,62;21,61;554,33;2388,03;9059,02;-0,0019;0,0002
Engine_15;78;518,67;1,3;46,99;522,31;2387,96;8137,68;8,3634;0,03;391;2388;100;642,51;39,03;23,4495;1586,82;1399,83;14,62;21,61;554,15;2387,97;9059,75;0,0036;0,0005
Engine_15;79;518,67;1,3;47,35;521,75;2387,99;8144,14;8,4457;0,03;393;2388;100;641,82;38,93;23,3939;1587,74;1396,19;14,62;21,61;554,26;2388,06;9055,67;0,0025;0,0003
Engine_15;80;518,67;1,3;47,37;522,02;2388,01;8139,11;8,3893;0,03;390;2388;100;641,95;39,03;23,4507;1590,36;1399,08;14,62;21,61;554,77;2387,98;9064,74;-0,0012;-0,0003
Engine_15;81;518,67;1,3;47,14;522,06;2387,99;8139,72;8,3818;0,03;392;2388;100;642,24;39,08;23,3683;1583,1;1393,56;14,62;21,61;554,13;2388,07;9066,89;0,0037;0,0005
Engine_15;82;518,67;1,3;47,23;522,48;2387,99;8147,86;8,3999;0,03;391;2388;100;641,96;38,86;23,4031;1583,45;1403,43;14,62;21,61;554,33;2388,06;9058,22;-0,0005;0,0004
Engine_15;83;518,67;1,3;47,19;521,82;2388,01;8134,87;8,413;0,03;393;2388;100;642,28;38,89;23,2544;1583,51;1397,4;14,62;21,61;554,55;2387,99;9057,93;0,0006;-0,0001
Engine_15;84;518,67;1,3;47,36;522,62;2388;8143,13;8,3981;0,03;391;2388;100;642,17;38,86;23,3906;1585,11;1396,87;14,62;21,61;554,38;2388,01;9054,89;-0,0003;-0,0005
Engine_15;85;518,67;1,3;47,26;522,16;2388,01;8142,01;8,4396;0,03;391;2388;100;642,12;39,17;23,4975;1578,89;1394,12;14,62;21,61;554,02;2388,01;9053,48;-0,0001;-0,0002
Engine_15;86;518,67;1,3;47,33;522,45;2388,03;8144,94;8,3758;0,03;392;2388;100;641,94;39,17;23,3478;1581,75;1406,17;14,62;21,6;554,1;2388;9066,57;-0,0005;-0,0002
Engine_15;87;518,67;1,3;47,27;522,2;2388,03;8138,95;8,395;0,03;392;2388;100;641,92;39,09;23,349;1589,06;1399,81;14,62;21,61;553,91;2388,01;9062,61;-0,0021;-0,0002
Engine_15;88;518,67;1,3;47,15;522,61;2388,02;8139,31;8,4119;0,03;392;2388;100;642,06;39,05;23,4703;1587,41;1401,08;14,62;21,61;554,05;2388,03;9059,2;-0,001;-0,0004
Engine_15;89;518,67;1,3;47,15;521,86;2388,04;8140,08;8,4252;0,03;392;2388;100;642,02;39;23,4427;1585,47;1402,98;14,62;21,61;554,73;2388,03;9058,62;-0,0007;0,0004
Engine_15;90;518,67;1,3;47,43;522,01;2388;8137,31;8,3963;0,03;390;2388;100;642,35;39,04;23,4098;1592,35;1402,51;14,62;21,61;553,83;2388,03;9063,47;0,0011;-0,0002
Engine_15;91;518,67;1,3;47,31;522,65;2388,02;8142,24;8,4111;0,03;393;2388;100;642,46;38,96;23,2973;1581,34;1405,34;14,62;21,61;554,14;2388,09;9057,17;0,0011;0,0001
Engine_15;92;518,67;1,3;47,22;521,72;2388,03;8142,63;8,4418;0,03;393;2388;100;641,62;38,97;23,3102;1588,91;1406,95;14,62;21,61;553,74;2388,04;9058,78;0,0012;0,0001
Engine_15;93;518,67;1,3;47,33;521,9;2388;8144,65;8,3862;0,03;393;2388;100;641,89;39,07;23,4829;1583,71;1398,49;14,62;21,61;553,67;2388,04;9058,26;-0,0021;0,0003
Engine_15;94;518,67;1,3;47,37;522,53;2387,99;8140,49;8,3945;0,03;392;2388;100;642,33;39,04;23,2893;1585,91;1402,22;14,62;21,61;554,23;2388,01;9060,76;0,0003;0,0005
Engine_15;95;518,67;1,3;47,23;522,2;2388,02;8139,5;8,3953;0,03;392;2388;100;642,57;39,22;23,3732;1582,79;1402,67;14,62;21,61;553,66;2388,02;9054,59;0,0006;0
Engine_15;96;518,67;1,3;47,22;522,03;2388;8138,57;8,4367;0,03;393;2388;100;642,3;39,07;23,4881;1587,8;1393,12;14,62;21,61;554,17;2388;9057,18;-0,0008;0,0001
Engine_15;97;518,67;1,3;47,43;522,1;2388,02;8135,76;8,3998;0,03;394;2388;100;642;39,03;23,366;1594,93;1396,41;14,62;21,61;554,14;2388,06;9056,45;-0,0004;-0,0002
Engine_15;98;518,67;1,3;47,28;522,18;2388,05;8145,12;8,3754;0,03;393;2388;100;641,97;39,05;23,4135;1586,38;1405,04;14,62;21,61;553,26;2388,02;9050,51;-0,001;0,0003
Engine_15;99;518,67;1,3;47,38;522,22;2388,05;8141,46;8,4147;0,03;393;2388;100;642,8;38,97;23,4945;1589,94;1402,19;14,62;21,61;554,51;2388,04;9050,98;0,0018;0
Engine_15;100;518,67;1,3;47,32;522,65;2388;8143,7;8,4117;0,03;393;2388;100;642,08;39,21;23,3159;1588,67;1396,26;14,62;21,61;554,1;2388,02;9054,88;0,0019;-0,0004
Engine_15;101;518,67;1,3;47,23;522,49;2388;8139,97;8,4371;0,03;392;2388;100;642,38;39,1;23,4591;1578,98;1396,3;14,62;21,61;554,36;2388,04;9056,89;-0,002;-0,0001
Engine_15;102;518,67;1,3;47,24;521,94;2388,02;8148,48;8,4293;0,03;394;2388;100;641,9;39,1;23,3745;1581,1;1402,09;14,62;21,61;553,56;2388,03;9060,87;0,0007;0,0002
Engine_15;103;518,67;1,3;47,37;521,86;2388,04;8140,14;8,429;0,03;393;2388;100;642,57;38,98;23,4535;1586,84;1403,11;14,62;21,61;553,29;2388,06;9057,6;-0,0012;-0,0001
Engine_15;104;518,67;1,3;47,43;522,09;2388,03;8139,92;8,3723;0,03;391;2388;100;642,43;39,08;23,4065;1587,78;1401,92;14,62;21,61;554,12;2388,02;9056,53;0,0029;-0,0001
Engine_15;105;518,67;1,3;47,41;522,34;2388;8139,26;8,4073;0,03;391;2388;100;642,18;39;23,385;1588,27;1398,2;14,62;21,61;554,79;2388,02;9058,06;-0,0002;0,0003
Engine_15;106;518,67;1,3;47,18;522,13;2388,03;8141,5;8,4173;0,03;391;2388;100;642,68;38,88;23,348;1589,72;1400,98;14,62;21,61;553,99;2388,01;9058,73;0,0013;-0,0002
Engine_15;107;518,67;1,3;47,15;521,74;2388,1;8137,3;8,3911;0,03;391;2388;100;642,74;39,03;23,3286;1591,35;1395,01;14,62;21,61;554,07;2388,04;9048,54;0,0015;0,0001
Engine_15;108;518,67;1,3;47,22;521,83;2388,07;8135,57;8,4221;0,03;393;2388;100;642,06;38,95;23,387;1583,94;1399,22;14,62;21,61;554,39;2388,05;9055,59;0,0013;0,0002
Engine_15;109;518,67;1,3;47,35;522,01;2388,09;8139,31;8,4054;0,03;392;2388;100;642,51;38,79;23,4098;1589,15;1395,3;14,62;21,61;553,68;2388,07;9060,95;0,0042;0,0001
Engine_15;110;518,67;1,3;47,42;522,17;2387,99;8138,24;8,3995;0,03;392;2388;100;642,22;39,06;23,348;1589,73;1393,1;14,62;21,61;554,46;2388,07;9059,81;0,0017;0
Engine_15;111;518,67;1,3;47,38;521,86;2388,03;8141,68;8,3951;0,03;393;2388;100;642,39;38,84;23,3774;1581,07;1400,61;14,62;21,61;553,78;2388,02;9056,73;-0,0006;0,0002
Engine_15;112;518,67;1,3;47,42;521,56;2388,01;8135,88;8,4127;0,03;393;2388;100;641,71;39,06;23,321;1582,81;1405,7;14,62;21,61;553,56;2388;9058;-0,002;-0,0003
